Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
META,Meta Platforms Inc,136.87,3.98,2.99%,137.6781,131.76,23795883,15:14 ET
MGM,MGM Resorts International,38.99,0.41,1.06%,39.21,38.404,2514196,15:14 ET
MHK,Mohawk Industries,118.7,0.11,0.09%,119.85,117.55,323034,15:13 ET
MKC,Mccormick & Company,81.77,-1.75,-2.10%,83.44,80.07,1027716,15:14 ET
MKTX,Marketaxess Holdings,325.72,-1.54,-0.47%,329.26,323.11,163346,15:14 ET
MLM,Martin Marietta Materials,351.61,-3.37,-0.95%,356.24,349.52,179579,15:13 ET
MMC,Marsh & Mclennan Companies,173.61,-0.3,-0.17%,175,172.5123,707919,15:14 ET
MMM,3M Company,128.96,-0.16,-0.12%,129.8161,127.79,1061809,15:14 ET
MNST,Monster Beverage Cp,100.45,-1.24,-1.22%,101.62,99.8,1152447,15:14 ET
MO,Altria Group,45.62,-0.2,-0.44%,45.93,45.5391,3340191,15:14 ET
MOH,Molina Healthcare Inc,300.11,-2.65,-0.88%,302.05,297.06,225638,15:13 ET
MOS,Mosaic Company,46.69,1.47,3.25%,46.98,44.5,2853561,15:14 ET
MPC,Marathon Petroleum Corp,120.62,3.02,2.57%,121.83,118.45,1928259,15:14 ET
MPWR,Monolithic Power Sys,397.76,0.39,0.10%,404.53,387.114,296668,15:14 ET
MRK,Merck & Company,111.5,0.43,0.39%,112.1,110.03,4260697,15:14 ET
MRNA,Moderna Inc,186.94,0.3,0.16%,189.29,179.15,2776901,15:14 ET
MRO,Marathon Oil Corp,27.42,0.37,1.37%,27.74,27.065,7078331,15:14 ET
MS,Morgan Stanley,90.85,1.42,1.59%,91.81,89.35,4549788,15:14 ET
MSCI,MSCI Inc,504.37,0.25,0.05%,506.8,494.8401,158281,15:14 ET
MSFT,Microsoft Corp,237.8,2.03,0.86%,239.9,233.56,19683717,15:14 ET
MSI,Motorola Solutions,263.42,-0.92,-0.35%,266.62,262.53,529959,15:14 ET
MTB,M&T Bank Corp,149.81,0.46,0.31%,150.99,149.19,480420,15:14 ET
MTCH,Match Group Inc,45.78,0.1,0.22%,46.4,44.33,2017226,15:14 ET
MTD,Mettler-Toledo International,1530.28,-23.45,-1.51%,1554.08,1523.4397,39790,15:10 ET
MU,Micron Technology,57.08,-0.98,-1.69%,58.24,56.43,9612708,15:14 ET
NCLH,Norwegian Cruise Ord,15.31,0.73,5.01%,15.455,14.65,13631704,15:14 ET
NDAQ,Nasdaq Inc,63.07,0.05,0.08%,63.25,62.18,1567628,15:13 ET
NDSN,Nordson Corp,242.92,-0.95,-0.39%,244.61,242.21,59181,15:14 ET
NEE,Nextera Energy,85.06,0.06,0.07%,85.67,84.39,2504146,15:14 ET
NEM,Newmont Mining Corp,53.13,0.67,1.28%,53.59,52.61,4257147,15:14 ET
NFLX,Netflix Inc,329.42,2.16,0.66%,332.95,323.14,9184343,15:14 ET
NI,NiSource Inc,28.02,0.09,0.32%,28.19,27.86,1601893,15:14 ET
NKE,Nike Inc,127.21,-0.73,-0.57%,128.46,126.46,5345310,15:14 ET
NOC,Northrop Grumman Corp,488.09,-4.84,-0.98%,494,485.89,577583,15:14 ET
NOW,Servicenow Inc,409.81,16.03,4.07%,420.84,395.845,1748231,15:14 ET
NRG,NRG Energy,32.62,0.33,1.02%,32.88,32.1,1617329,15:14 ET
NSC,Norfolk Southern Corp,254.31,-1.83,-0.71%,257.59,254.18,592515,15:14 ET
NTAP,Netapp Inc,63.87,-0.58,-0.90%,64.59,63.64,958146,15:14 ET
NTRS,Northern Trust Corp,97.33,1.05,1.09%,98.682,96.14,898841,15:14 ET
NUE,Nucor Corp,155.92,1.42,0.92%,156.37,152.95,1002364,15:14 ET
NVDA,Nvidia Corp,164.41,4.4,2.75%,166.37,154.92,44965278,15:14 ET
NVR,NVR Inc,4932.24,17.73,0.36%,4973.4302,4832.3398,7899,15:14 ET
NWL,Newell Rubbermaid Inc,15.14,0.3,2.02%,15.1879,14.835,2082211,15:14 ET
NWS,News Cp Cl B,19.7,0.08,0.41%,19.81,19.52,562231,15:14 ET
NWSA,News Cp Cl A,19.33,0.02,0.10%,19.455,19.19,1014854,15:14 ET
NXPI,Nxp Semiconductors,169.28,0.55,0.33%,171.87,167.385,930501,15:14 ET
O,Realty Income Corp,66.48,0.48,0.73%,66.835,65.575,1708023,15:14 ET
ODFL,Old Dominion Freight Line Inc,312.14,-0.94,-0.30%,313.98,306.1,287193,15:13 ET
OGN,Organon & Co.,31.41,0.77,2.51%,31.485,30.59,1550646,15:14 ET
OKE,Oneok Inc,70.97,0.88,1.26%,71.39,69.94,1436803,15:14 ET
OMC,Omnicom Group Inc,84.38,-0.6,-0.71%,85.51,84.5634,756430,15:14 ET
ON,On Semiconductor,64.71,0.08,0.12%,65.6,63.29,2980340,15:14 ET
ORCL,Oracle Corp,88.67,0.07,0.08%,89.195,88.17,4130616,15:14 ET
ORLY,O'Reilly Automotive,810.72,-14.78,-1.79%,826.14,809.295,286343,15:13 ET
OTIS,Otis Worldwide Corp,82.59,0.69,0.84%,82.86,80.75,1400330,15:12 ET
OXY,Occidental Petroleum Corp,65.85,1.76,2.75%,66.4777,64.25,9563884,15:14 ET
PARA,Paramount Global Cl B,20.22,0.22,1.10%,20.49,19.83,6018129,15:13 ET
PAYC,Paycom Software Inc,303.54,-0.71,-0.23%,310.11,298.85,249608,15:14 ET
PAYX,Paychex Inc,119.38,-0.3,-0.25%,120.09,118.75,767686,15:13 ET
PCAR,Paccar Inc,101.14,0.08,0.08%,101.9,100.27,1139719,15:14 ET
PCG,Pacific Gas & Electric Company,16.06,0.3,1.90%,16.12,15.73,17396819,15:14 ET
PEAK,Healthpeak Properties Inc,27.29,0.21,0.78%,27.38,26.87,1275042,15:14 ET
PEG,Public Service Enterprise Group Inc,63.21,-0.76,-1.19%,64.26,63.26,1099742,15:14 ET
PEP,Pepsico Inc,175.87,-2.18,-1.22%,178.37,175.53,2380642,15:14 ET
PFE,Pfizer Inc,47.6,0.15,0.32%,47.71,46.58,16118430,15:14 ET
PFG,Principal Financial Group Inc,88.31,-0.94,-1.05%,89.54,88.275,635162,15:14 ET
PG,Procter & Gamble Company,149.81,-0.85,-0.56%,151.73,149.75,3874588,15:14 ET
PGR,Progressive Corp,132.73,0.48,0.36%,134.14,131.21,1122174,15:14 ET
PH,Parker-Hannifin Corp,314.84,3.52,1.13%,317,311.16,493998,15:14 ET
PHM,Pultegroup,50.34,0.51,1.02%,50.51,49.12,1235503,15:14 ET
PKG,Packaging Corp of America,135.21,1.63,1.22%,136.11,133.215,267630,15:14 ET
PKI,Perkinelmer,132.64,-2.89,-2.13%,135.46,131.23,765205,15:14 ET
PLD,Prologis Inc,121.99,1.04,0.86%,122.6795,120.24,1452960,15:14 ET
PM,Philip Morris International Inc,101.21,-0.85,-0.83%,102.56,101.09,2357038,15:14 ET
PNC,PNC Bank,168.12,2.28,1.37%,169.07,166.64,1065530,15:14 ET
PNR,Pentair Ltd,49.67,0.13,0.26%,50.24,49.345,658093,15:14 ET
PNW,Pinnacle West Capital Corp,76.11,-0.35,-0.46%,77.18,76.18,399571,15:14 ET
POOL,Pool Corp,345.62,2.81,0.82%,347.82,341.075,339519,15:13 ET
PPG,PPG Industries,130.89,-1.2,-0.91%,132.61,130.53,630553,15:14 ET
PPL,PPL Corp,30.78,-0.02,-0.06%,31.01,30.67,3679550,15:14 ET
PRU,Prudential Financial Inc,99.77,-0.23,-0.23%,100.62,99.65,946285,15:14 ET
PSA,Public Storage,295.77,2.1,0.72%,296.975,291.21,330458,15:14 ET
PSX,Phillips 66,102.9,1.48,1.46%,103.77,101.72,1370304,15:13 ET
PTC,Ptc Inc,131.13,3.92,3.08%,131.43,126.76,361293,15:14 ET
PWR,Quanta Services,146.17,5.48,3.90%,146.97,141.2,471824,15:14 ET
PXD,Pioneer Natural Resources Company,239.43,7.83,3.38%,240.26,233.04,929894,15:14 ET
PYPL,Paypal Holdings,79.62,1.08,1.38%,80.3,77.1,6599914,15:14 ET
QCOM,Qualcomm Inc,121.37,2.98,2.52%,122.38,117.65,5895575,15:14 ET
QRVO,Qorvo Inc,99.2,0.15,0.15%,100.52,97.94,461970,15:12 ET
RCL,Royal Caribbean Cruises Ltd,62.46,3.26,5.51%,63.37,59.39,5393376,15:14 ET
RE,Everest Re Group,351,-1.77,-0.50%,355.46,351.24,143974,15:14 ET
REG,Regency Centers Corp,66.34,2.02,3.14%,66.59,64.4,682488,15:11 ET
REGN,Regeneron Pharmaceuticals,712.49,2.55,0.36%,715.79,697.13,275223,15:13 ET
RF,Regions Financial Corp,22.36,0.23,1.04%,22.49,22.13,2897375,15:14 ET
RHI,Robert Half International Inc,75.54,-0.68,-0.89%,76.44,75.31,471504,15:14 ET
RJF,Raymond James Financial,113.64,1.84,1.65%,115.065,111.8693,746981,15:14 ET
RL,Ralph Lauren Corp,118.83,2.61,2.25%,119.16,116.69,677105,15:12 ET
RMD,Resmed Inc,213.7,-0.83,-0.39%,214.62,211.89,223024,15:14 ET
ROK,Rockwell Automation Inc,281.66,1.56,0.56%,283.6,276.35,405642,15:11 ET
ROL,Rollins Inc,37.44,-0.28,-0.74%,37.72,37.34,477677,15:14 ET
ROP,Roper Industries,449.89,-2.22,-0.49%,453.43,445.26,190542,15:12 ET
ROST,Ross Stores Inc,118.38,-1.16,-0.97%,119.58,117.95,1479578,15:14 ET
RSG,Republic Services,123.23,-3.69,-2.91%,127.06,123.15,1012716,15:14 ET
RTX,Raytheon Technologies Corp,100.25,0.66,0.66%,100.66,99.53,2726744,15:14 ET
SBAC,SBA Communications,305.32,-0.77,-0.25%,312.34,300.626,442564,15:14 ET
SBNY,Signature Bank,116.74,-0.98,-0.83%,119,114,664413,15:13 ET
SBUX,Starbucks Corp,105.84,-0.46,-0.43%,106.44,105.17,2516756,15:14 ET
SCHW,The Charles Schwab Corp,83.43,0.01,0.01%,84.04,82.72,5720001,15:14 ET
SEDG,Solaredge Tech,307.56,5.41,1.79%,310,300.26,613680,15:14 ET
SEE,Sealed Air Corp,54.48,0.51,0.94%,54.7,53.95,529110,15:14 ET
SHW,Sherwin-Williams Company,242.93,-0.83,-0.34%,246.57,238.55,614049,15:14 ET
SIVB,Svb Financial Group,254.01,-0.98,-0.38%,261.26,250.48,565477,15:14 ET
SJM,J.M. Smucker Company,155.98,-1.9,-1.20%,158.65,155.59,344108,15:14 ET
SLB,Schlumberger N.V.,58.32,2,3.55%,58.585,56.18,7655430,15:14 ET
SNA,Snap-On Inc,247.56,0.63,0.26%,248.27,245.535,129266,15:14 ET
SNPS,Synopsys Inc,332.12,-2.23,-0.67%,336.485,328.405,260216,15:14 ET
SO,Southern Company,70.63,-0.93,-1.30%,71.53,70.495,3258011,15:14 ET
SPG,Simon Property Group,125.81,4.45,3.67%,125.88,121.45,1346894,15:14 ET
SPGI,S&P Global Inc,366.52,2.47,0.68%,368.64,360.39,703800,15:14 ET
SPY,S&P 500 SPDR,396.49,0.97,0.25%,398.485,392.42,65749649,15:14 ET
SRE,Sempra,160.88,-1.18,-0.73%,162.7,160.185,739247,15:14 ET
STE,Steris Corp,200.59,-0.1,-0.05%,201.35,196.99,315538,15:14 ET
STLD,Steel Dynamics Inc,110.24,0.24,0.22%,111.2,108.66,604255,15:14 ET
STT,State Street Corp,82.11,-0.23,-0.28%,83.39,81.95,1536989,15:13 ET
STX,Seagate Technology Hldgs Plc,57.65,0.44,0.77%,58.365,56.9,1525797,15:14 ET
STZ,Constellation Brands Inc,222.99,0.35,0.16%,223.46,220.24,1157908,15:14 ET
SWK,Stanley Black & Decker Inc,85.95,0.13,0.15%,87,84.55,880003,15:14 ET
SWKS,Skyworks Solutions,100.67,0.22,0.22%,102.52,99,1000331,15:14 ET
SYF,Synchrony Financial,33.54,-0.22,-0.65%,34.24,33.23,2877521,15:14 ET
SYK,Stryker Corp,256.06,-2.75,-1.06%,258.2153,255.01,504568,15:14 ET
SYY,Sysco Corp,80.24,-0.36,-0.45%,81.5,80.19,1155331,15:14 ET
T,AT&T Inc,19.45,0.04,0.21%,19.57,19.37,20673787,15:14 ET
TAP,Molson Coors Brewing Company,50.25,-0.67,-1.32%,50.96,50.163,632743,15:14 ET
TDG,Transdigm Group Inc,680.05,6.22,0.92%,682.495,669.86,283867,15:14 ET
TDY,Teledyne Technologies Inc,414.64,3.66,0.89%,415.96,408.5559,81052,15:12 ET
TECH,Bio-Techne Cp,82.43,-4.19,-4.84%,86.31,81,1730353,15:14 ET
TEL,Te Connectivity Ltd,124,0.25,0.20%,125.02,123.01,914596,15:14 ET
TER,Teradyne Inc,95.59,-0.75,-0.78%,97.07,93.97,582862,15:14 ET
TFC,Truist Financial Corp,47.13,0.76,1.64%,47.35,46.5,3443351,15:14 ET
TFX,Teleflex Inc,237.37,-2.4,-1.00%,241.16,232.63,367557,15:14 ET
TGT,Target Corp,159.04,0.07,0.04%,160.25,156.475,2180429,15:14 ET
TJX,TJX Companies,81.76,-0.51,-0.62%,82.31,81.05,3217549,15:14 ET
TMO,Thermo Fisher Scientific Inc,580.22,-2.34,-0.40%,586.525,576.86,1000552,15:14 ET
TMUS,T-Mobile US,149.87,1.07,0.72%,150.06,146.55,2520520,15:14 ET
TPR,Tapestry Inc,43.04,0.69,1.63%,43.295,42.35,3190236,15:14 ET
TRGP,Targa Resources,75.93,1.28,1.71%,76.33,74.89,877836,15:14 ET
TRMB,Trimble Navigation,53.84,0.58,1.09%,54.415,52.82,2099044,15:14 ET
TROW,T Rowe Price Group,118.55,-1.72,-1.43%,120.69,116.83,859490,15:14 ET
TRV,The Travelers Companies Inc,191.84,0.21,0.11%,192.75,189.69,406773,15:14 ET
TSCO,Tractor Supply Company,221.7,0.1,0.05%,224.9191,220.67,669850,15:14 ET
TSLA,Tesla Inc,122.66,-0.56,-0.45%,124.1311,117,145721356,15:14 ET
TSN,Tyson Foods,65.25,-0.56,-0.85%,66.26,65.23,995811,15:14 ET
TT,Trane Technologies Plc,180.96,0.51,0.28%,181.65,179.115,804474,15:14 ET
TTWO,Take-Two Interactive,104.32,-0.94,-0.89%,105.055,101.53,1278115,15:13 ET
TXN,Texas Instruments,177.97,-0.9,-0.50%,181.17,176.99,2292299,15:14 ET
TXT,Textron Inc,71.29,0.49,0.69%,71.83,70.74,390408,15:14 ET
TYL,Tyler Technologies,312.56,-5.53,-1.74%,321.41,310.7,186003,15:11 ET
UAL,United Airlines Holdings Inc,50.73,3.02,6.33%,51.11,48.56,17218234,15:14 ET
UDR,United Dominion Realty Trust,40.45,0.18,0.45%,40.705,40.015,768217,15:14 ET
UHS,Universal Health Services,146.51,1.83,1.26%,147.83,144.34,202639,15:14 ET
ULTA,Ulta Beauty Inc,491.5,-2.05,-0.42%,495.887,488.92,276722,15:13 ET
UNH,Unitedhealth Group Inc,498.01,4.61,0.93%,498.42,485.22,2468512,15:14 ET
UNP,Union Pacific Corp,214.84,0.58,0.27%,216.245,212.07,1164996,15:14 ET
UPS,United Parcel Service,182.59,0.36,0.20%,183.7,180.68,1133028,15:14 ET
URI,United Rentals,391.6,7.63,1.99%,393.9808,382.62,399104,15:14 ET
USB,U.S. Bancorp,47.65,0.54,1.15%,48.025,47.3,4987030,15:14 ET
V,Visa Inc,223.09,0.99,0.45%,223.555,220.61,2668434,15:14 ET
VFC,V.F. Corp,30.66,0.48,1.59%,30.925,30.02,2681710,15:14 ET
VICI,Vici Properties Inc,33.97,0.43,1.28%,34.03,33.29,3525613,15:14 ET
VLO,Valero Energy Corp,134.81,1.21,0.91%,137.27,133.825,2254632,15:14 ET
VMC,Vulcan Materials Company,180.84,-1.57,-0.86%,183.47,179.13,286262,15:11 ET
VRSK,Verisk Analytics Inc,182.28,-4.19,-2.25%,186.8,182.365,324152,15:14 ET
VRSN,Verisign Inc,212.15,0.48,0.23%,212.66,209.31,202825,15:13 ET
VRTX,Vertex Pharmaceutic,294.25,2,0.68%,295,288.72,1054904,15:14 ET
VTR,Ventas Inc,49.8,0.72,1.47%,50.1,48.96,759681,15:14 ET
VTRS,Viatris Inc,11.62,-0.15,-1.27%,11.83,11.605,8168672,15:14 ET
VZ,Verizon Communications Inc,41.74,0.56,1.36%,41.95,41.123,11266569,15:14 ET
WAB,Wabtec Corp,103.97,2.23,2.19%,104.32,101.82,365465,15:13 ET
WAT,Waters Corp,337.08,-5.58,-1.63%,343.53,335.97,99767,15:14 ET
WBA,Walgreens Boots Alliance,36.81,-0.31,-0.84%,37.41,36.6592,3360826,15:14 ET
WBD,Discovery Inc Series A,13.12,0.52,4.13%,13.22,12.5,16022941,15:13 ET
WDC,Western Digital Cp,37.81,-0.61,-1.59%,38.625,37.59,2349991,15:14 ET
WEC,Wisconsin Energy Corp,97.18,-1.02,-1.04%,98.6,97.13,587327,15:14 ET
WELL,Welltower Inc,72.13,0.3,0.42%,72.73,71.58,1628628,15:13 ET
WFC,Wells Fargo & Company,43.06,0.32,0.75%,43.55,43,12153356,15:14 ET
WHR,Whirlpool Corp,154,-0.26,-0.17%,155.98,152.71,190980,15:14 ET
WM,Waste Management,152.41,-4.58,-2.92%,157.415,152.4,1477258,15:14 ET
WMB,Williams Companies,32.99,0.56,1.73%,33.055,32.5,3655522,15:14 ET
WMT,Walmart Inc,144.78,-1.35,-0.92%,146.42,144.8,2379216,15:14 ET
WRB,W.R. Berkley Corp,72.77,-0.19,-0.26%,73.49,72.14,429897,15:12 ET
WRK,Westrock Company,37.14,0.24,0.65%,37.53,36.76,628688,15:14 ET
WST,West Pharmaceutical Services,246.78,-4.57,-1.82%,250.67,241.99,240246,15:12 ET
WTW,Willis Towers Watson Public Ltd,255.44,-1.74,-0.68%,257.85,255.05,188169,15:11 ET
WY,Weyerhaeuser Company,32.09,0.15,0.47%,32.3,31.49,2329840,15:14 ET
WYNN,Wynn Resorts Ltd,99.55,3.31,3.44%,99.69,95.69,1657531,15:13 ET
XEL,XCEL Energy Inc,72.07,-0.71,-0.98%,72.92,72.04,1607829,15:14 ET
XOM,Exxon Mobil Corp,113.02,1.65,1.48%,113.74,111.74,10915825,15:14 ET
XRAY,Dentsply Sirona Inc,35.78,0.67,1.91%,36.1,35,2308522,15:14 ET
XYL,Xylem Inc,116.09,1.23,1.07%,116.63,114.24,380574,15:14 ET
YUM,Yum! Brands,128.95,-0.74,-0.57%,129.87,128.875,606857,15:14 ET
ZBH,Zimmer Biomet Holdings,122.37,-1.95,-1.57%,124.68,121.87,1150127,15:14 ET
ZBRA,Zebra Technologies,291.77,-8.02,-2.68%,301.84,290.865,558158,15:14 ET
ZION,Zions Bancorp,51.72,0.39,0.76%,52.26,51.49,543528,15:13 ET
ZTS,Zoetis Inc Cl A,159.94,2.04,1.29%,159.97,156.811,1487630,15:14 ET
