Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
KFY,"Korn/Ferry International",53.34,0.47000000000001,+0.89%,53.77,52.62,73890,"15:14 ET"
KLIC,"Kulicke and Soffa",51.1,2.46,+5.06%,51.315,48.1,708126,"15:12 ET"
KN,"Knowles Corp",17.5,0.1,+0.57%,17.63,17.265,334879,"15:14 ET"
KOP,"Koppers Holdings Inc",31.49,1.12,+3.69%,31.7325,30.59,61173,"15:06 ET"
KREF,"KKR Real Estate Finance Trust Inc",15.19,0.4,+2.70%,15.27,14.84,240500,"15:14 ET"
KTB,"Kontoor Brands Inc",44.64,0.079999999999998,+0.18%,45.14,44.1,107759,"15:12 ET"
KWR,"Quaker Chemical Corp",188.78,5.93,+3.24%,189.52,182,61178,"15:09 ET"
LCII,"Lci Industries",109.84,1.81,+1.68%,109.99,106.94,88235,"15:08 ET"
LESL,"Leslie's Inc",14.08,0.26,+1.88%,14.075,13.695,1082095,"15:13 ET"
LGIH,"LGI Homes Inc",104.73,-1.25,-1.18%,106.75,103.335,138396,"15:13 ET"
LGND,"Ligand Pharm",69.49,0.63,+0.91%,69.11,67.67,46615,"15:13 ET"
LKFN,"Lakeland Finl Corp",75.54,1.14,+1.53%,76.4,74.34,45966,"15:13 ET"
LMAT,"Lemaitre Vascular",46.17,0.25,+0.54%,46.46,45.3,28927,"15:07 ET"
LNN,"Lindsay Corp",156.98,1.31,+0.84%,157.81,153.88,81240,"15:10 ET"
LOCO,"El Pollo Loco",10.99,0.15,+1.38%,11.15,10.84,99886,"15:11 ET"
LPG,"Dorian Lpg Ltd",17.34,0.51,+3.03%,17.4869,16.7,259397,"15:13 ET"
LPSN,"Liveperson Inc",10.99,0.3,+2.81%,11.09,10.51,363004,"15:14 ET"
LQDT,"Liquidity Services",15.01,0.15,+1.01%,15.15,14.7377,69231,"15:12 ET"
LRN,"Stride Inc",33.17,0.14,+0.42%,33.4,32.827,137700,"15:10 ET"
LTC,"Ltc Properties",37.51,0.61,+1.65%,37.71,37.035,114012,"15:10 ET"
LTHM,"Livent Corp",23.6,0.77,+3.37%,23.64,22.6,4246713,"15:14 ET"
LXP,"Lxp Industrial Trust",11.24,0.12,+1.08%,11.3,11.04,647390,"15:14 ET"
LZB,"La-Z-Boy Inc",26.17,0.23,+0.89%,26.3,25.825,129868,"15:12 ET"
MATV,"Mativ Holdings Inc",25.19,1.17,+4.87%,25.42,24.141,211216,"15:13 ET"
MATW,"Matthews Intl Corp",36.75,0.13,+0.35%,37.025,36.37,65181,"15:10 ET"
MATX,"Matson Inc",63.59,1.11,+1.78%,63.7,62.24,85124,"15:09 ET"
MBC,"Masterbrand Inc",8.08,0.07,+0.87%,8.21,7.95,619648,"15:12 ET"
MCRI,"Monarch Casino",79.61,0.62,+0.78%,80.39,78.81,22478,"15:10 ET"
MCS,"Marcus Corp",15.48,0.56,+3.75%,15.59,14.8,145787,"15:12 ET"
MCW,"Mister Car Wash Inc",10.34,-0.050000000000001,-0.48%,10.44,10.02,430441,"15:10 ET"
MCY,"Mercury General Corp",35.3,0.34999999999999,+1.00%,35.62,34.54,115816,"15:14 ET"
MD,"Pediatrix Medical Group Inc",15.78,0.21,+1.35%,15.94,15.45,199398,"15:11 ET"
MDC,"M.D.C. Holdings",35.41,0.069999999999993,+0.20%,35.74,34.66,219393,"15:14 ET"
MDRX,"Veradigm Inc",19.41,0.71,+3.80%,19.425,18.8,989745,"15:14 ET"
MED,"Medifast Inc",128.79,4.06,+3.26%,128.94,124.1,55218,"15:14 ET"
MEI,"Methode Electronics",46.53,-0.24,-0.51%,46.89,46.36,48657,"15:13 ET"
MERC,"Mercer Intl Inc",12.29,0.33,+2.76%,12.34,11.76,234203,"15:10 ET"
MGPI,"MGP Ingredients Inc",104.74,1.53,+1.48%,105.13,101.46,41356,"15:03 ET"
MHO,"M/I Homes",52.97,0.4,+0.76%,53.27,51.29,135437,"15:13 ET"
MLAB,"Mesa Labs Inc",187.36,-0.91999999999999,-0.49%,190.37,180.49,82210,"14:54 ET"
MLI,"Mueller Industries",65.73,-0.81,-1.22%,66.79,65.08,203077,"15:12 ET"
MLKN,"Millerknoll Inc",22.84,0.4,+1.78%,22.81,22.23,309228,"15:13 ET"
MMI,"Marcus & Millichap",37.2,0.11,+0.30%,37.59,37.04,46151,"15:09 ET"
MMSI,"Merit Medical Sys",68.43,0.27000000000001,+0.40%,69.15,67.55,89986,"15:11 ET"
MNRO,"Monro Muffler Brak",48.24,-0.11,-0.23%,48.68,47.65,76740,"15:08 ET"
MODV,"Modivcare Inc",97.48,-0.33,-0.34%,100.75,96.42,67520,"15:01 ET"
MOG.A,"Moog Inc Cl A",91.45,1.57,+1.75%,91.66,89.59,57028,"15:11 ET"
MOV,"Movado Group Inc",35.58,0.5,+1.43%,35.68,34.745,62700,"15:12 ET"
MPAA,"Motorcar Parts Amer",13.79,0.24,+1.77%,14.07,13.39,79629,"15:09 ET"
MRTN,"Marten Transport L",20.01,0.050000000000001,+0.25%,20.13,19.75,58115,"15:06 ET"
MSEX,"Middlesex Water Company",80.93,-0.89999999999999,-1.10%,82.04,80.6,73542,"15:14 ET"
MTH,"Meritage Corp",101.52,0.61999999999999,+0.61%,102.07,99.35,156863,"15:10 ET"
MTRN,"Materion Corp",95.45,0.24000000000001,+0.25%,96.365,94.56,69244,"15:11 ET"
MTX,"Minerals Technologies Inc",66.65,0.93000000000001,+1.42%,66.99,65.4,33560,"15:14 ET"
MXL,"Maxlinear Inc",36.81,0.38,+1.04%,37.35,35.7381,139234,"15:13 ET"
MYE,"Myers Industries",24.22,0.33,+1.38%,24.35,23.69,41036,"15:10 ET"
MYGN,"Myriad Genetics Inc",18.73,0.25,+1.35%,18.7,18.11,182688,"15:14 ET"
MYRG,"MYR Group Inc",100.19,1.95,+1.98%,100.43,97.35,32651,"15:13 ET"
NBHC,"National Bank Holdings Corp",44.16,0.70999999999999,+1.63%,44.5,43.35,86034,"15:08 ET"
NBR,"Nabors Industries",168.71,6.73,+4.15%,172.75,161.52,95891,"15:09 ET"
NBTB,"NBT Bancorp Inc",43.4,0.4,+0.93%,43.71,43.03,42107,"15:13 ET"
NEO,"Neogenomics Inc",10.3,-0.21,-2.00%,10.57,10.1,479997,"15:14 ET"
NFBK,"Northfield Bncrp Del",15.92,0.12,+0.76%,16.02,15.7,35818,"15:13 ET"
NKTR,"Nektar Therapeutics",2.39,0.07,+3.02%,2.41,2.27,821554,"15:11 ET"
NMIH,"Nmi Holdings Inc",21.36,0.51,+2.45%,21.43,20.83,71403,"15:13 ET"
NPK,"National Presto Industries",70.38,-0.94,-1.32%,72.08,69.98,18590,"15:00 ET"
NPO,"Enpro Industries",117.96,1.71,+1.47%,118.41,116.015,27596,"15:10 ET"
NSIT,"Insight Enterpr",110.34,1,+0.91%,111.17,109.28,68904,"15:05 ET"
NTCT,"Netscout Systems",31.89,0.26,+0.82%,32.09,31.6,129598,"15:12 ET"
NTGR,"Netgear Inc",20.14,0.56,+2.86%,20.16,19.615,35864,"14:59 ET"
NUS,"Nu Skin Enterprises",42.63,-0.009999999999998,-0.02%,43.24,42.41,214453,"15:14 ET"
NUVA,"Nuvasive Inc",43.54,0.28,+0.65%,43.76,42.315,230425,"15:14 ET"
NVEE,"Nv5 Global",137.57,1.89,+1.39%,139.33,134.7,90895,"15:06 ET"
NWBI,"Northwest Bancshares",14.28,0.13,+0.92%,14.42,14.1,206958,"15:14 ET"
NWN,"Northwest Natural Gas Company",49.64,0.38,+0.77%,49.94,49.2,72767,"15:09 ET"
NX,"Quanex Building Products Corp",24.42,0.54,+2.26%,24.5,23.83,57059,"15:13 ET"
NXGN,"Nextgen Healthcare Inc",18.06,0.4,+2.27%,18.09,17.6,255553,"15:10 ET"
NXRT,"Nexpoint Residential Trust Inc",44.24,1.09,+2.53%,44.37,42.855,42772,"14:58 ET"
NYMT,"New York Mtge Trust",2.87,0.02,+0.70%,2.88,2.82,1452469,"15:13 ET"
ODP,"Office Depot",50.22,1.13,+2.30%,50.3,49.29,277873,"15:14 ET"
OFG,"Ofg Bancorp",28.32,0.47,+1.69%,28.46,28.03,82648,"15:13 ET"
OFIX,"Orthofix Intl NV",18.81,-0.02,-0.11%,19.06,18.27,206263,"15:12 ET"
OI,"O-I Glass Inc",19.34,0.34,+1.79%,19.53,19.1,469405,"15:14 ET"
OII,"Oceaneering International",19.46,1.04,+5.65%,19.5,18.37,1065291,"15:14 ET"
OIS,"Oil States International",8.14,0.24,+3.04%,8.27,7.88,357874,"15:10 ET"
OMI,"Owens & Minor",19.67,-0.31,-1.55%,20.09,19.495,250905,"15:14 ET"
ONL,"Orion Office REIT Inc",8.71,0.12,+1.40%,8.82,8.57,224109,"15:13 ET"
ONTO,"Onto Innovation Inc",77.86,1.36,+1.78%,78.21,75.64,75014,"15:14 ET"
OPI,"Office Properties Income Trust",16.96,0.62,+3.79%,17.1,16.5,318538,"15:13 ET"
OPRX,"Optimizerx Corp",17.8,-0.76,-4.09%,18.57,17.455,106626,"15:09 ET"
ORGO,"Organogenesis Holdings Inc",2.85,0.0049999999999999,+0.18%,2.9,2.81,376396,"15:14 ET"
OSIS,"O S I Systems Inc",85.98,1.71,+2.03%,86.22,84.23,12539,"14:58 ET"
OSPN,"Onespan Inc",12.52,-0.5,-3.84%,13.15,12.475,86214,"15:11 ET"
OSUR,"Orasure Tech Inc",5.24,0.08,+1.55%,5.27,5.04,176398,"15:13 ET"
OUT,"Outfront Media Inc",18.84,-0.18,-0.95%,19.28,18.71,566499,"15:14 ET"
OXM,"Oxford Industries",104.73,-1.19,-1.12%,106.27,104.055,56422,"15:12 ET"
PAHC,"Phibro Anl Htlh A",14.75,0.23,+1.58%,15.04,14.5,92178,"15:10 ET"
PARR,"Par Petroleum Corp",22.87,0.45,+2.01%,23.12,22.52,198593,"15:14 ET"
PATK,"Patrick Inds Inc",66.67,0.71000000000001,+1.08%,67.235,65.16,59372,"15:13 ET"
PAYO,"Payoneer Global Inc",5.74,0.28,+5.13%,5.78,5.425,2071343,"15:14 ET"
PBH,"Prestige Brand Holdings",65.6,0.39,+0.60%,65.93,64.92,180183,"15:12 ET"
PBI,"Pitney Bowes Inc",4.67,-0.12,-2.51%,4.85,4.66,622894,"15:13 ET"
PCRX,"Pacira Pharm Inc",37.68,0.66,+1.78%,38.49,36.41,349789,"15:13 ET"
PDFS,"Pdf Solutions Inc",30.125,0.065000000000001,+0.22%,30.37,29.315,30325,"14:58 ET"
PETS,"Petmed Express Inc",19.37,-0.21,-1.07%,19.84,19.17,122535,"15:13 ET"
PFBC,"Preferred Bank LA",72.84,1.09,+1.52%,73.28,71.87,31904,"15:01 ET"
PFS,"Provident Financial Services",22.25,0.23,+1.04%,22.37,21.89,119918,"15:09 ET"
PGTI,"Pgt Inc",19.7,0.34,+1.76%,19.75,19.02,136557,"15:12 ET"
PIPR,"Piper Jaffray Companies",141.3,1.3,+0.93%,142.42,139.51,25395,"15:11 ET"
PKE,"Park Electrochemical Corp",13.83,0.24,+1.77%,13.87,13.57,30180,"15:11 ET"
PLAB,"Photronics Inc",18.2,0.21,+1.17%,18.34,17.96,211044,"15:12 ET"
PLAY,"Dave & Buster's Entertainment",41.78,0.88,+2.15%,42.04,41.355,647735,"15:14 ET"
PLCE,"Children's Place Inc",39.22,0.42,+1.08%,39.79,37.59,209792,"15:12 ET"
PLMR,"Palomar Holdings Inc",51.75,1.31,+2.60%,52.03,49.665,98653,"15:09 ET"
PLUS,"Eplus Inc",47.51,0.82,+1.76%,47.6,46.1,45720,"14:59 ET"
PLXS,"Plexus Cp",111,0.88,+0.80%,111.54,110.19,57097,"15:13 ET"
PMT,"Pennymac Mortgage Investment Trust",13.97,0.18,+1.31%,14,13.77,352193,"15:09 ET"
PNTG,"The Pennant Group Inc",10.71,0.28,+2.68%,10.74,10.31,111563,"15:11 ET"
POWL,"Powell Inds Inc",38.81,0.85,+2.24%,38.98,37.59,61646,"15:12 ET"
PPBI,"Pacific Premier Bncp",31.79,0.39,+1.24%,32.05,31.44,163188,"15:12 ET"
PRA,"Pro-Assurance Corp",18.11,-0.039999999999999,-0.22%,18.24,17.98,106460,"15:10 ET"
PRAA,"Pra Group Inc",35.61,-0.030000000000001,-0.08%,35.96,35.65,96831,"15:13 ET"
PRDO,"Perdoceo Education Corp",15.01,0.35,+2.39%,15.105,14.61,631704,"15:12 ET"
PRFT,"Perficient Inc",74.65,0.69000000000001,+0.93%,75.27,72.94,42242,"15:07 ET"
PRG,"Prog Hldgs Inc",19.69,0.050000000000001,+0.25%,19.92,19.51,146746,"15:12 ET"
PRGS,"Progress Software",53.13,0.29,+0.55%,53.6586,52.64,119347,"15:13 ET"
PRK,"Park National Corp",141.85,0.59999999999999,+0.42%,142.28,140.095,10146,"15:07 ET"
PRLB,"Proto Labs Inc",27.35,0.18,+0.66%,27.47,26.68,68282,"15:12 ET"
PSMT,"Pricesmart Inc",70.3,1.17,+1.69%,72.07,69.3201,86110,"15:10 ET"
PTEN,"Patterson-Uti Energy",17.59,0.45,+2.63%,17.86,16.87,1647520,"15:14 ET"
PUMP,"Propetro Holding Corp",10.89,0.46,+4.41%,11.14,10.555,798438,"15:11 ET"
QNST,"Quinstreet Inc",15.23,0.040000000000001,+0.26%,15.48,15.11,104866,"15:13 ET"
QURE,"Uniqure N.V.",21.86,0.66,+3.11%,21.865,20.83,236797,"15:09 ET"
RAMP,"Liveramp Holdings Inc",24.31,0.009999999999998,+0.04%,24.595,24.11,215407,"15:14 ET"
RC,"Ready Capital Corp",11.97,0.18,+1.53%,12.01,11.77,410609,"15:09 ET"
RCII,"Rent-A-Center Inc",25.11,-0.2,-0.79%,25.59,24.795,214047,"15:10 ET"
RCUS,"Arcus Biosciences Inc",18.47,0.049999999999997,+0.27%,18.87,18.14,634024,"15:12 ET"
RDNT,"Radnet Inc",19.45,0.16,+0.83%,19.485,18.93,146900,"15:13 ET"
RES,"RPC Inc",9.98,0.36,+3.74%,10.325,9.72,656483,"15:14 ET"
REX,"Rex American Resources Corp",31.66,0.8,+2.59%,31.89,31.15,19011,"15:14 ET"
REZI,"Resideo Technologies Inc",18.54,0.62,+3.46%,18.63,17.99,237707,"15:13 ET"
RGNX,"Regenxbio Inc",23.91,0.66,+2.84%,23.79,23.015,118937,"15:13 ET"
RGP,"Resources Connection Inc",17.57,-0.050000000000001,-0.28%,17.97,17.51,132127,"15:10 ET"
RGR,"Sturm Ruger & Company",54.63,0.11,+0.20%,55.23,54.5,49276,"15:14 ET"
RILY,"B. Riley Financl",39.47,0.27,+0.69%,39.56,38.76,169641,"15:13 ET"
RMAX,"Re/Max Holdings Inc",21.21,0.38,+1.82%,21.29,20.87,54379,"15:09 ET"
RMBS,"Rambus Inc",39.01,0.94,+2.47%,39.59,37.88,460891,"15:14 ET"
RNST,"Renasant Corp",38.02,0.87,+2.34%,38.14,37.26,75354,"15:09 ET"
ROCC,"Ranger Oil Corp",41.56,0.56,+1.37%,42.03,41.19,248860,"15:12 ET"
ROCK,"Gibraltar Ind Inc",51.01,0.98999999999999,+1.98%,51.63,49.97,74478,"15:06 ET"
ROG,"Rogers Corp",127.15,2.48,+1.99%,128.695,124.41,292313,"15:11 ET"
ROIC,"Retail Opp Invts Cp",15.27,0.31,+2.07%,15.355,14.94,294339,"15:14 ET"
RPT,"Ramco-Gershenson Properties Trust",10.09,0.25,+2.54%,10.11,9.8,129116,"15:11 ET"
RUTH,"Ruth's Hospitality",17.9,0.009999999999998,+0.06%,18.29,17.84,199915,"15:14 ET"
RWT,"Redwood Trust",7.54,0.07,+0.94%,7.57,7.4,733686,"15:14 ET"
RYAM,"Rayonier Advanced Materials Inc",6.39,0.41,+6.86%,6.52,5.97,766486,"15:14 ET"
SABR,"Sabre Corp",6.45,0.02,+0.31%,6.52,6.245,3596262,"15:14 ET"
SAFE,"Safehold Inc",31.78,0.32,+1.02%,31.96,31.13,80233,"15:08 ET"
SAFT,"Safety Ins Group Inc",85,1.07,+1.27%,85.77,83.8867,27709,"15:10 ET"
SAH,"Sonic Automotive",50.3,0.059999999999995,+0.12%,51.22,49.305,148003,"15:09 ET"
SANM,"Sanmina Corp",59.36,0.75,+1.28%,60.055,58.4572,256118,"15:13 ET"
SBCF,"Seacoast Banking Cp",32.79,0.29,+0.89%,33.09,32.09,161767,"15:14 ET"
SBH,"Sally Beauty Holdings",14.74,0.08,+0.55%,14.93,14.61,471153,"15:13 ET"
SBSI,"Southside Bancshares",36.57,0.64,+1.78%,36.7,36,21234,"15:10 ET"
SCHL,"Scholastic Cp",41.64,0.31,+0.75%,42.015,40.925,81936,"15:14 ET"
SCL,"Stepan Company",111.43,2.59,+2.38%,111.83,108.6,39777,"15:13 ET"
SCSC,"Scansource Inc",32.24,0.82,+2.61%,32.43,31.655,26121,"15:14 ET"
SCVL,"Shoe Carnival Inc",25.85,0.14,+0.54%,26.4,25.6,177937,"15:11 ET"
SEM,"Select Medical Holdings Corp",28.01,0.7,+2.56%,28.1,27.22,145855,"15:13 ET"
SENEA,"Seneca Foods Cp A",65.06,3.97,+6.50%,65.13,60.4,53937,"15:08 ET"
SFBS,"Servisfirst Bancs",71.44,1.69,+2.42%,71.675,69.535,60151,"15:06 ET"
SFNC,"Simmons First Natl",22.7,0.34,+1.52%,22.92,22.41,199000,"15:14 ET"
SGH,"Smart Global Holdings Inc",16.7,0.14,+0.85%,16.805,16.235,177522,"15:14 ET"
SHAK,"Shake Shack Inc",55.37,1.65,+3.07%,55.66,53.26,843848,"15:14 ET"
SHEN,"Shenandoah Telecom",17.85,0.59,+3.42%,17.86,17.25,33187,"15:10 ET"
SHO,"Sunstone Hotel Investors",10.15,0.17,+1.70%,10.195,9.925,873723,"15:10 ET"
SHOO,"Steven Maddens Ltd",33.24,0.020000000000003,+0.06%,33.6,33.09,420510,"15:13 ET"
SIG,"Signet Jewelers Ltd",71.91,-0.90000000000001,-1.24%,74.45,71.58,379147,"15:13 ET"
SITC,"Site Centers Corp",13.4,0.23,+1.75%,13.465,13.08,919436,"15:13 ET"
SIX,"Six Flags Entertainment Corp",26.11,1.17,+4.69%,26.27,25.09,905131,"15:14 ET"
SJI,"South Jersey Industries",35.71,-0.07,-0.20%,35.82,35.76,847302,"15:14 ET"
SJW,"SJW Corp",79.76,0.040000000000006,+0.05%,80.48,79.41,121247,"15:14 ET"
SKT,"Tanger Factory Outlet Centers",18.59,0.28,+1.53%,18.57,18.18,299438,"15:14 ET"
SKYW,"Skywest Inc",19.84,0.54,+2.80%,19.93,19.3449,212244,"15:14 ET"
SLCA,"U.S. Silica Holdings Inc",12.53,0.55,+4.59%,12.82,12.1,317327,"15:14 ET"
SLP,"Simulations Plus Inc",39.83,0.68,+1.74%,40.77,38.95,68140,"15:10 ET"
SLVM,"Sylvamo Corp",49.72,-0.2,-0.40%,50.44,49.52,152472,"15:14 ET"
SM,"Sm Energy Company",33.33,1.43,+4.48%,33.55,32.09,618328,"15:13 ET"
SMP,"Standard Motor Products",37.38,0.79,+2.16%,37.5,36.51,22178,"15:09 ET"
SMPL,"The Simply Good Foods Company",36.35,0.62,+1.74%,36.68,35.4,310877,"15:14 ET"
SMTC,"Semtech Corp",30.66,-0.12,-0.39%,31.19,30.19,380723,"15:13 ET"
SNBR,"Sleep Number Corp",33.72,0.85,+2.59%,34.29,32.34,181577,"15:12 ET"
SNCY,"Sun Country Airlines Holdings Inc",19.02,0.65,+3.54%,19.0811,18.38,82575,"15:06 ET"
SNEX,"Stonex Group Inc",93.52,1.23,+1.33%,93.68,91.2,73989,"15:02 ET"
SONO,"Sonos Inc",18.17,-0.18,-0.98%,18.43,18.03,681475,"15:14 ET"
SPNT,"Siriuspoint Ltd",6.36,0.06,+0.95%,6.375,6.275,193598,"15:14 ET"
SPSC,"Sps Commerce Inc",128.62,1.47,+1.16%,129.68,126.51,49730,"15:09 ET"
SPTN,"Spartannash Company",30.88,0.14,+0.46%,31.12,30.68,119711,"15:10 ET"
SPXC,"SPX Corp",70.57,0.69999999999999,+1.00%,70.95,69.7063,58904,"15:09 ET"
SRDX,"Surmodics Inc",36.16,-1.29,-3.44%,37.5,35.02,41814,"15:12 ET"
SSP,"E.W. Scripps Company",13.86,0.38,+2.82%,14.38,13.54,156945,"15:09 ET"
SSTK,"Shutterstock Inc",60.26,0.71,+1.19%,60.4,58.835,107154,"15:13 ET"
STAR,"Istar Financial Inc",8.42,0.0099999999999998,+0.12%,8.495,8.29,325678,"15:09 ET"
STBA,"S&T Bancorp Inc",33.72,0.42,+1.26%,34.18,33.23,89657,"15:10 ET"
STC,"Stewart Information Services Corp",47.26,1.08,+2.34%,47.575,46.23,67953,"15:12 ET"
STEL,"Stellar Bancorp Inc",30.17,0.49,+1.65%,30.33,29.505,43324,"15:14 ET"
STRA,"Strayer Education",87.86,1.05,+1.21%,88.32,85.01,77652,"15:09 ET"
SUPN,"Supernus Pharm",38.71,0.039999999999999,+0.10%,38.97,38.23,127905,"15:14 ET"
SVC,"Service Properties Trust",8.16,0.16,+2.00%,8.27,8.025,327030,"15:10 ET"
SXC,"Suncoke Energy Inc",8.92,0.22,+2.53%,8.95,8.74,340901,"15:10 ET"
SXI,"Standex International Corp",108.83,1.96,+1.83%,109.22,105.9,14899,"14:50 ET"
TALO,"Talos Energy Inc",19.84,0.87,+4.59%,20.01,19.17,425266,"15:14 ET"
TBBK,"The Bancorp Inc",30.27,0.16,+0.53%,30.59,29.95,81824,"15:06 ET"
TBI,"Trueblue Inc",20.5,0.24,+1.18%,20.58,20.26,50666,"15:09 ET"
TDS,"Telephone and Data Systems",11.56,-0.12,-1.03%,11.835,11.46,1265431,"15:14 ET"
TFIN,"Triumph Financial Inc",51.75,0.73,+1.43%,52.15,50.72,61916,"15:09 ET"
TG,"Tredegar Corp",11.73,-0.029999999999999,-0.26%,11.86,11.6,62231,"15:10 ET"
TGI,"Triumph Group",10.39,0.15,+1.46%,10.5,10.14,658090,"15:13 ET"
THRM,"Gentherm Inc",71.74,-1.18,-1.62%,73.48,71.67,57280,"15:07 ET"
THRY,"Thryv Holdings Inc",19.9,0.2,+1.02%,19.895,19.61,89167,"15:06 ET"
THS,"Treehouse Foods",49.01,-0.31,-0.63%,50.137,48.91,104201,"15:14 ET"
TILE,"Interface Inc",11.16,0.36,+3.33%,11.22,10.84,165168,"15:13 ET"
TMP,Tompkinstrustco,77.63,2.14,+2.83%,77.64,75.65,7348,"14:46 ET"
TMST,"Timken Steel Corp",19.18,0.36,+1.91%,19.19,18.7,168912,"15:14 ET"
TNC,"Tennant Company",67.47,1.35,+2.04%,67.65,66.25,24516,"15:12 ET"
TPH,"Tri Pointe Homes Inc",20.6,0.12,+0.59%,20.72,20.04,429121,"15:13 ET"
TR,"Tootsie Roll Industries",45.17,-0.61,-1.33%,45.84,44.99,50076,"15:10 ET"
TREE,"Lendingtree Inc",28.63,-0.24,-0.83%,29.34,27.77,214092,"15:10 ET"
TRMK,"Trustmark Corp",35.03,-0.009999999999998,-0.03%,35.4,34.82,109904,"15:12 ET"
TRN,"Trinity Industries",27.87,0.13,+0.47%,28.04,27.46,159799,"15:14 ET"
TRST,"Trustco Bank Corp NY",38.45,0.44,+1.16%,38.53,37.95,15041,"14:58 ET"
TRUP,"Trupanion Inc",53.8,-0.52,-0.96%,54.35,51.3,272289,"15:14 ET"
TSE,"Trinseo S.A.",26.88,0.88,+3.38%,27,26.185,171471,"15:14 ET"
TTEC,"Teletech Hlds",47.92,0.73,+1.55%,48.265,46.93,47850,"15:10 ET"
TTGT,"Techtarget Inc",46.73,0.75,+1.63%,46.99,45.61,108459,"15:12 ET"
TTMI,"TTM Technologies",16.81,0.34,+2.06%,16.89,16.38,142145,"15:14 ET"
TWI,"Titan International",17.07,0.32,+1.91%,17.29,16.81,185158,"15:11 ET"
TWNK,"Hostess Brands Inc",22.68,-0.080000000000002,-0.35%,22.9,22.57,512391,"15:14 ET"
TWO,"Two Harbors Invt Corp",17.39,0.41,+2.41%,17.445,16.995,400061,"15:14 ET"
UBA,"Urstadt Biddle Properties Inc",18.73,0.56,+3.08%,18.75,18.21,43059,"15:10 ET"
UCBI,"United Comm Banks",34.86,0.36,+1.04%,35.24,34.49,140460,"15:10 ET"
UCTT,"Ultra Clean Holdings",32.46,0.5,+1.56%,32.94,31.85,177194,"15:11 ET"
UE,"Urban Edge Properties",15.36,0.37,+2.47%,15.38,14.95,233182,"15:14 ET"
UEIC,"Universal Elect IN",23.75,-0.030000000000001,-0.13%,24.03,23.76,17954,"15:12 ET"
UFCS,"United Fire Group",28.99,0.39,+1.36%,29.2099,28.64,18663,"15:11 ET"
UFPI,"Universal Forest Prd",85.85,0.72999999999999,+0.86%,86.06,84.09,92312,"15:08 ET"
UHT,"Universal Health Realty Income Trust",51.45,0.85,+1.68%,51.8,50.71,22342,"15:08 ET"
UIS,"Unisys Corp",5.25,-0.0099999999999998,-0.19%,5.4,5.22,333906,"15:13 ET"
UNF,"Unifirst Corp",198.31,-0.22999999999999,-0.12%,199.265,196.52,61175,"15:14 ET"
UNFI,"United Nat Foods",40.52,-0.27,-0.66%,41.06,40.185,165273,"15:14 ET"
UNIT,"Uniti Group Inc",6.03,0.03,+0.50%,6.15,5.9313,798813,"15:14 ET"
URBN,"Urban Outfitters Inc",28.44,-0.27,-0.94%,29.39,28.305,943923,"15:14 ET"
USNA,"Usana Health Sciences Inc",58.04,0.57,+0.99%,58.18,57.31,15429,"15:13 ET"
USPH,"U.S. Physical Therapy",88.7,1.71,+1.97%,88.76,86.34,65081,"15:09 ET"
UTL,"Unitil Corp",53.23,0.81,+1.55%,53.42,51.97,21378,"15:08 ET"
UVE,"Universal Insurance Holdings Inc",11.86,0.51,+4.49%,11.9,11.4,159041,"15:13 ET"
UVV,"Universal Corp",53.11,0.61,+1.16%,53.35,52.695,90150,"15:05 ET"
VBTX,"Veritex Holdings",28.75,0.36,+1.27%,28.91,28.28,104490,"15:09 ET"
VCEL,"Vericel Corproation",29,1.38,+5.00%,29.02,27.38,405239,"15:13 ET"
VECO,"Veeco Instrument",20.71,0.58,+2.88%,20.81,20.19,237867,"15:13 ET"
VGR,"Vector Group Ltd",12.4,-0.049999999999999,-0.40%,12.52,12.37,200664,"15:14 ET"
VIAV,"Viavi Solutions",11.28,0.12,+1.08%,11.34,11.13,638815,"15:14 ET"
VIR,"Vir Biotechnology Inc",26.63,0.46,+1.76%,26.71,25.53,297353,"15:14 ET"
VIVO,"Meridian Bioscience",33.61,0.030000000000001,+0.09%,33.63,33.53,248918,"15:07 ET"
VNDA,"Vanda Pharmaceuticals",7.92,0.16,+2.06%,7.97,7.68,418139,"15:13 ET"
VRE,"Veris Residential Inc",17.08,0.52,+3.14%,17.145,16.59,236764,"15:08 ET"
VREX,"Varex Imaging Corp",20.8,0.080000000000002,+0.39%,20.95,20.67,169933,"15:13 ET"
VRTS,"Virtus Investment Partners",214.15,0.51000000000002,+0.24%,216.77,211.03,58780,"15:12 ET"
VRTV,"Veritiv Corp",125.22,3.47,+2.85%,127,121.8823,71703,"15:14 ET"
VSTO,"Vista Outdoor Inc",27.12,0.72,+2.73%,27.28,26.41,239405,"15:14 ET"
VTOL,"Bristow Group Inc",28.65,1.13,+4.11%,29.15,28.48,34300,"15:10 ET"
VVI,"Viad Corp",25.55,0.1,+0.39%,25.865,25.3262,101495,"15:11 ET"
WABC,"Westamerica Bancorp",57.88,0.40000000000001,+0.70%,58.32,57.33,39211,"14:55 ET"
WD,"Walker & Dunlop",90.25,1.24,+1.39%,91.32,88.81,66910,"15:14 ET"
WDFC,"W D 40 Company",171.11,1.69,+1.00%,171.93,167.4975,64349,"15:10 ET"
WGO,"Winnebago Industries",62.33,0.23999999999999,+0.39%,62.95,61.44,283965,"15:11 ET"
