Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
RXO,Rxo Inc,16.67,0.13,0.79%,16.99,16.4,589417,15:12 ET
RYN,Rayonier Inc REIT,35.2,0.21,0.60%,35.37,34.66,169183,15:12 ET
SAIA,Saia Inc,238.94,2.3,0.97%,240.06,232.27,187356,15:12 ET
SAIC,Science Applications International,106.47,-0.18,-0.17%,106.76,104.67,106799,15:13 ET
SAM,Boston Beer Company,354.23,9.65,2.80%,358.885,342.71,80934,15:12 ET
SBRA,Sabra REIT,13.22,0.14,1.07%,13.285,13.01,668928,15:09 ET
SCI,Service Corp International,71.56,0.13,0.18%,72.24,71.42,507164,15:13 ET
SEIC,Sei Investments Company,61.8,0.46,0.75%,62.14,61.1,167806,15:09 ET
SF,Stifel Financial Corp,62.39,0.8,1.30%,62.82,61.5744,226375,15:13 ET
SFM,Sprouts Farmers Market,32.04,0.22,0.69%,32.305,31.55,509107,15:14 ET
SHC,Sotera Health Company,18.46,0.82,4.65%,18.6,17.32,2873985,15:13 ET
SIGI,Selective Ins Group,93.33,0.8,0.86%,94,91.5,119480,15:12 ET
SITM,Sitime Corp,102.31,-2.36,-2.25%,106.395,97.895,308333,15:11 ET
SKX,Skechers U.S.A.,46.07,-0.41,-0.88%,46.83,45.94,1471726,15:13 ET
SLAB,Silicon Labs Inc,150.76,0.53,0.35%,151.68,147.23,98629,15:11 ET
SLG,SL Green Realty Corp,37.81,0.97,2.63%,37.98,36.75,636230,15:14 ET
SLGN,Silgan Holdings,52.26,0.2,0.38%,52.46,51.6,240506,15:13 ET
SLM,SLM Corp,17.14,-0.03,-0.17%,17.36,17.08,403674,15:14 ET
SMCI,Super Micro Computer,79.9,4.29,5.67%,80.82,75.66,800957,15:13 ET
SMG,Scotts Miracle-Gro Company,58.9,-0.93,-1.55%,60.4999,57.91,461390,15:14 ET
SNV,Synovus Financial Corp,39.69,0.63,1.61%,40.07,39.03,430050,15:13 ET
SNX,Synnex Corp,109.75,-0.6,-0.54%,110.89,108.84,247713,15:14 ET
SON,Sonoco Products Company,60.7,0.65,1.08%,60.9137,59.83,210753,15:13 ET
SPWR,Sunpower Corp,18.51,-0.2,-1.07%,19.02,18.3,2738014,15:13 ET
SR,Spire Inc,72.86,0.04,0.05%,73.44,72.66,86026,15:13 ET
SRC,Spirit Realty Capital Inc,42.37,0.9,2.17%,42.38,41.42,240086,15:13 ET
SRCL,Stericycle Inc,52.09,-0.73,-1.38%,53.395,52.275,148043,15:13 ET
SSD,Simpson Manufacturing Company,98.07,-0.08,-0.08%,98.86,96.68,115919,15:11 ET
STAA,Staar Surgical Company,70.09,1.49,2.17%,70.75,68.21,484668,15:13 ET
STOR,Store Capital Corp,32.12,-0.005,-0.02%,32.14,32.11,1325409,15:08 ET
SWAV,Shockwave Medical Inc,199.25,-0.31,-0.16%,202.23,192.94,164548,15:13 ET
SWN,Southwestern Energy Company,5.99,0.25,4.36%,6.01,5.84,12275332,15:13 ET
SWX,Southwest Gas Corp,66.52,0.57,0.86%,66.99,66.1,139982,15:12 ET
SXT,Sensient Technologies Corp,77.94,1.31,1.71%,78.22,76.51,63234,15:12 ET
SYNA,Synaptics Inc,110.63,1.48,1.36%,111.3,105.79,275312,15:14 ET
SYNH,Syneos Health Inc,34.35,-0.1,-0.29%,34.7513,33.22,1104966,15:13 ET
TCBI,Texas Capital Bncsh,62.27,0.03,0.05%,62.93,62.12,317304,15:14 ET
TDC,Teradata Corp,33.47,0.18,0.54%,33.66,33.06,331611,15:14 ET
TEX,Terex Corp,46.88,-0.02,-0.04%,47.72,46.555,643153,15:13 ET
TGNA,Tegna Inc,20.28,-0.84,-3.98%,20.83,20.1,2845467,15:14 ET
THC,Tenet Healthcare Corp,51.16,0.165,0.32%,51.73,50.51,555206,15:13 ET
THG,The Hanover Insurance Group,136.11,1.48,1.10%,136.26,133.29,62880,15:12 ET
THO,Thor Industries,93.04,-0.24,-0.26%,94.35,91.41,457536,15:13 ET
TKR,Timken Company,75.42,1.29,1.74%,75.86,74.28,308628,15:13 ET
TMHC,Taylor Morrison Home Corp,33.19,0.36,1.10%,33.315,32.11,537452,15:13 ET
TNDM,Tandem Diabetes Care,39.45,-2.55,-6.07%,41.6,37.795,1534919,15:12 ET
TNL,Travel + Leisure Co.,40.31,0.44,1.10%,40.69,40.0001,289943,15:11 ET
TOL,Toll Brothers Inc,56.11,0.66,1.19%,56.33,54.36,1020259,15:13 ET
TPX,Tempur-Pedic International Inc,38.78,-0.19,-0.49%,39.15,38.02,1991431,15:13 ET
TREX,Trex Company,49.46,-0.17,-0.34%,50.68,47.9,763713,15:14 ET
TRIP,Tripadvisor Inc,20.9,0.27,1.31%,20.975,20.37,718560,15:13 ET
TTC,Toro Company,115.65,0.41,0.36%,117.66,114.7925,348035,15:13 ET
TTEK,Tetra Tech Inc,144.71,2.19,1.54%,145.89,141.28,131103,15:14 ET
TXRH,Texas Roadhouse Inc,100.35,-0.74,-0.73%,102.68,100.18,495616,15:13 ET
UA,Under Armour Inc Cl C,9.95,0.23,2.37%,9.97,9.635,1445575,15:13 ET
UAA,Under Armour,11.25,0.29,2.65%,11.27,10.825,4309737,15:14 ET
UBSI,United Bkshs Inc,40.91,0.41,1.01%,41.23,40.64,136725,15:09 ET
UGI,Ugi Corp,41.25,0.24,0.59%,41.45,40.9469,371576,15:14 ET
UMBF,Ump Financial Corp,86.41,1.31,1.54%,86.99,85.15,74922,15:13 ET
UMPQ,Umpqua Holdings Corp,17.52,0.16,0.92%,17.69,17.4,1347020,15:14 ET
UNM,Unumprovident Corp,41.24,0.5,1.23%,41.43,40.7601,475874,15:12 ET
UNVR,Univar Inc,33.13,-0.15,-0.45%,33.5,32.875,1004169,15:14 ET
UTHR,United Therapeutic,261.65,-2.14,-0.81%,264.32,258.56,161368,15:14 ET
VAC,Marriot Vacations Worldwide Cor,150.89,1.19,0.79%,151.6,149.37,248685,15:13 ET
VC,Visteon Corp,142.45,1.29,0.91%,144.17,139.635,204431,15:14 ET
VICR,Vicor Cp,60.17,2.52,4.37%,60.3,57.165,212200,15:11 ET
VLY,Valley National Bancorp,11.36,0.2,1.79%,11.47,11.17,1100149,15:10 ET
VMI,Valmont Industries,338.24,9.21,2.80%,339.895,327.562,53157,15:09 ET
VNO,Vornado Realty Trust,23.03,0.47,2.08%,23.11,22.48,1311914,15:14 ET
VNT,Vontier Corp,21.77,0.17,0.79%,21.84,21.5,546923,15:12 ET
VOYA,VOYA Financial Inc,67.76,0.48,0.71%,68.57,67.45,1051060,15:13 ET
VSAT,Viasat Inc,37.12,-0.1,-0.27%,38.26,37.08,187923,15:13 ET
VSCO,Victorias Secret & Co.,38.26,-0.24,-0.62%,38.805,37.83,849083,15:14 ET
VSH,Vishay Intertechnology,22.63,0.17,0.76%,22.75,22.43,296263,15:12 ET
VVV,Valvoline Inc,34.77,0.45,1.31%,35.08,34.255,1405111,15:14 ET
WAFD,Washington Federal,35.03,0.25,0.72%,35.3,34.49,345953,15:13 ET
WBS,Webster Financial Corp,48.48,0.92,1.93%,48.82,47.67,306031,15:14 ET
WEN,Wendys Company,21.83,-0.25,-1.13%,22.2,21.87,1303196,15:13 ET
WERN,Werner Enterprise,43.57,0.14,0.32%,44.19,42.95,302631,15:14 ET
WEX,Wex Inc,176.5,0.54,0.31%,177.69,174.18,134535,15:13 ET
WH,Wyndham Hotels & Resorts Inc,72.48,0.64,0.89%,72.72,71.59,244547,15:10 ET
WING,Wingstop Inc,150.41,-0.01,-0.01%,154.85,149.54,361744,15:14 ET
WLK,Westlake Corp,113.87,2.11,1.89%,114.3867,111.1,144790,15:11 ET
WLY,John Wiley Sons Cl A,43.38,-0.35,-0.80%,44.315,43.355,141631,15:14 ET
WOLF,Wolfspeed Inc,78.34,1.36,1.77%,78.75,75.48,1356381,15:14 ET
WOR,Worthington Industries,55.04,0.44,0.81%,55.65,54.475,105761,15:10 ET
WSM,Williams-Sonoma,128.74,-1.36,-1.05%,130.51,126.77,517415,15:12 ET
WSO,Watsco Inc,274.18,-2.79,-1.01%,280.955,273.375,208827,15:11 ET
WTFC,Wintrust Financial Corp,87.48,1.57,1.83%,88.19,85.74,274991,15:13 ET
WTRG,Essential Utilities Inc,49.03,0.12,0.25%,49.28,48.69,348767,15:14 ET
WTS,Watts Water Technologies,155.08,-0.65,-0.42%,156.79,153.74,81878,15:13 ET
WU,Western Union Company,14.58,-0.11,-0.75%,14.78,14.41,3830432,15:13 ET
WWD,Woodward Inc,104.6,1.29,1.25%,105.74,102.995,171321,15:13 ET
WWE,World Wrestling Entertainment,89.65,0.15,0.17%,90.3899,88.0101,1816542,15:13 ET
X,United States Steel Corp,28.66,1.1,3.99%,28.64,27.449,5656248,15:14 ET
XPO,Xpo Inc,37.58,-0.16,-0.42%,37.89,36.9401,714683,15:14 ET
XRX,Xerox Corp,16.46,-0.14,-0.84%,16.8,16.295,741075,15:14 ET
YETI,Yeti Holdings Inc,44.76,0.77,1.75%,44.945,43.265,664568,15:14 ET
ZD,Ziff Davis Inc,85.27,1.18,1.40%,85.68,83.62,74050,15:12 ET
